duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label,attack_category,difficulty_level
2,udp,ftp_data,REJ,740,13,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,295,92,0.75,0.75,0.01,0.02,0.97,0.13,0.18,139,29,0.25,0.02,0.78,0.14,0.97,0.71,0.05,0.06,dos,DoS,14
61,udp,other,SF,41296,26556,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,50,79,0.03,0.05,0.04,0.03,0.9,0.07,0.01,81,101,0.56,0.08,0.44,0.26,0.04,0.01,0.04,0.04,normal,Normal,2
57,tcp,telnet,SF,32337,4488,0,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,19,106,0.01,0.01,0.03,0.02,0.89,0.1,0.07,125,131,0.92,0.16,0.12,0.08,0.02,0.04,0.04,0.04,normal,Normal,4
3,udp,http,SF,11171,36616,0,0,0,9,0,1,2,0,0,0,0,0,0,0,0,0,49,76,0.0,0.0,0.01,0.03,0.85,0.2,0.0,252,181,0.62,0.07,0.98,0.13,0.02,0.0,0.02,0.03,normal,Normal,10
19,udp,smtp,SF,18413,11155,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,18,43,0.04,0.0,0.0,0.01,0.84,0.04,0.05,160,241,0.73,0.09,0.83,0.0,0.04,0.04,0.03,0.03,normal,Normal,8
0,udp,dns,S0,731,18,0,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,451,105,0.86,0.94,0.02,0.06,0.94,0.11,0.2,159,36,0.69,0.07,0.73,0.25,0.74,0.93,0.01,0.08,dos,DoS,18
1594,tcp,http,SF,1841,15151,0,0,0,8,2,0,2,0,0,0,0,0,0,0,0,0,20,160,0.03,0.03,0.07,0.06,0.61,0.0,0.09,158,161,0.97,0.13,0.86,0.27,0.07,0.04,0.06,0.06,r2l,R2L,5
19,udp,telnet,S0,37704,26138,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,77,121,0.02,0.02,0.04,0.01,0.98,0.16,0.11,242,19,0.85,0.0,0.03,0.19,0.01,0.03,0.01,0.03,normal,Normal,3
17,tcp,smtp,SF,296,160,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,36,123,0.48,0.27,0.46,0.74,0.19,0.79,0.24,244,24,0.37,0.06,0.89,0.06,0.16,0.35,0.38,0.63,probe,Probe,18
4,tcp,pop3,S0,61,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,238,97,0.92,0.85,0.07,0.04,0.96,0.04,0.2,109,199,0.75,0.17,0.08,0.22,0.84,0.96,0.0,0.05,dos,DoS,13
1823,tcp,smtp,SF,3922,62556,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,23,132,0.02,0.08,0.08,0.06,0.79,0.16,0.05,139,65,0.98,0.1,0.79,0.16,0.04,0.04,0.02,0.01,r2l,R2L,19
56,tcp,telnet,RSTR,41990,13052,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,51,18,0.05,0.01,0.04,0.01,0.91,0.06,0.23,12,25,0.76,0.05,0.12,0.03,0.03,0.02,0.03,0.01,normal,Normal,4
51,tcp,smtp,SF,24225,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,108,0.04,0.04,0.04,0.02,0.9,0.02,0.07,223,133,0.58,0.07,0.24,0.14,0.03,0.04,0.02,0.04,normal,Normal,3
64,tcp,smtp,SF,10099,44296,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,10,168,0.03,0.05,0.01,0.03,0.72,0.19,0.27,194,118,0.4,0.12,0.19,0.08,0.04,0.04,0.05,0.0,normal,Normal,4
58,tcp,smtp,SF,33923,23650,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0.04,0.02,0.02,0.03,0.92,0.1,0.12,177,69,0.85,0.16,0.69,0.09,0.02,0.05,0.0,0.02,normal,Normal,1
16,udp,pop3,S0,474,5,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,22,88,0.48,0.37,0.4,0.47,0.11,0.98,0.27,202,110,0.92,0.06,0.49,0.18,0.31,0.47,0.51,0.32,probe,Probe,1
35,udp,other,SH,15830,25135,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,48,80,0.01,0.01,0.01,0.03,0.98,0.09,0.08,11,171,0.35,0.08,0.88,0.25,0.02,0.03,0.04,0.03,normal,Normal,17
0,tcp,telnet,SF,20023,49454,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,9,174,0.03,0.03,0.02,0.05,0.76,0.14,0.12,188,163,0.5,0.05,0.98,0.01,0.01,0.03,0.05,0.0,normal,Normal,4
74,tcp,http,SF,30802,33943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,58,0.0,0.03,0.04,0.03,0.72,0.09,0.08,208,204,0.9,0.09,0.27,0.29,0.01,0.03,0.01,0.03,normal,Normal,16
9,icmp,dns,SF,254,218,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,34,114,0.14,0.29,0.42,0.67,0.14,0.74,0.17,237,67,0.93,0.07,0.17,0.04,0.46,0.15,0.79,0.5,probe,Probe,20
7,udp,pop3,REJ,47260,10398,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,3,174,0.01,0.03,0.0,0.02,0.79,0.06,0.15,52,147,0.29,0.01,0.76,0.1,0.03,0.03,0.01,0.0,normal,Normal,8
3,udp,pop3,S0,755,64,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,462,44,0.85,0.81,0.02,0.03,0.93,0.17,0.26,71,202,0.62,0.19,0.39,0.07,0.76,0.71,0.07,0.06,dos,DoS,15
38,tcp,smtp,SF,4795,38965,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,34,27,0.02,0.05,0.04,0.04,0.76,0.03,0.1,175,48,0.17,0.11,0.11,0.22,0.05,0.0,0.02,0.04,normal,Normal,5
4,udp,ssh,S0,403,6,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,351,1,0.72,0.93,0.08,0.09,0.97,0.1,0.05,163,68,0.61,0.17,0.76,0.23,0.97,0.93,0.06,0.01,dos,DoS,17
81,udp,smtp,SF,27684,40528,0,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,40,26,0.02,0.02,0.04,0.03,0.72,0.18,0.24,238,49,0.47,0.07,0.16,0.21,0.04,0.02,0.03,0.0,normal,Normal,6
20,udp,http,SF,23534,12910,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,38,14,0.03,0.04,0.04,0.02,0.85,0.18,0.1,25,215,0.44,0.02,0.91,0.2,0.02,0.0,0.02,0.03,normal,Normal,8
44,tcp,other,SH,6644,23826,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,28,38,0.03,0.02,0.01,0.01,0.83,0.06,0.15,202,102,0.9,0.13,0.92,0.03,0.01,0.04,0.05,0.04,normal,Normal,9
72,udp,pop3,SF,49080,2321,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,12,11,0.02,0.04,0.04,0.02,0.74,0.12,0.2,135,82,0.92,0.06,0.81,0.22,0.03,0.04,0.03,0.03,normal,Normal,10
4,udp,ftp_data,S0,872,41,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,254,143,0.98,0.95,0.08,0.05,0.98,0.09,0.19,215,54,0.78,0.18,0.57,0.09,0.93,0.96,0.07,0.08,dos,DoS,3
71,icmp,ftp_data,SF,17346,19244,0,0,0,8,1,1,2,0,0,0,0,0,0,0,0,0,89,180,0.0,0.05,0.05,0.05,0.85,0.1,0.01,240,226,0.64,0.01,0.98,0.28,0.02,0.03,0.04,0.01,normal,Normal,20
17,udp,smtp,SF,9784,21655,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,38,62,0.05,0.02,0.05,0.02,0.82,0.02,0.27,209,160,0.46,0.16,0.03,0.16,0.05,0.03,0.02,0.02,normal,Normal,14
485,tcp,dns,SF,3153,99368,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,12,143,0.02,0.07,0.03,0.07,0.88,0.19,0.3,91,122,0.41,0.2,0.26,0.24,0.09,0.07,0.02,0.02,r2l,R2L,10
60,tcp,ftp,SF,44829,8473,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,63,38,0.03,0.02,0.02,0.01,1.0,0.18,0.09,234,136,0.67,0.08,0.15,0.06,0.02,0.0,0.04,0.0,normal,Normal,15
4,udp,ssh,SF,46013,40782,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,32,69,0.01,0.04,0.02,0.03,0.92,0.18,0.14,77,94,0.95,0.12,0.54,0.28,0.0,0.01,0.04,0.02,normal,Normal,10
77,tcp,nntp,SF,39068,13516,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,1,67,169,0.01,0.05,0.04,0.04,0.74,0.17,0.12,218,53,0.37,0.05,0.77,0.16,0.02,0.03,0.03,0.0,normal,Normal,10
74,tcp,other,SF,43165,49521,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,36,164,0.01,0.04,0.02,0.04,0.73,0.11,0.3,196,130,0.59,0.05,0.15,0.2,0.0,0.02,0.01,0.05,normal,Normal,15
21,tcp,other,SF,34980,22426,0,0,0,8,1,1,2,0,0,0,0,0,0,0,0,0,24,187,0.02,0.05,0.04,0.02,0.88,0.16,0.21,155,234,0.9,0.12,0.78,0.05,0.01,0.03,0.03,0.02,normal,Normal,20
3,tcp,telnet,S0,582,4,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,477,190,0.93,0.84,0.03,0.02,0.95,0.0,0.13,248,228,0.37,0.14,0.4,0.1,0.9,0.86,0.03,0.07,dos,DoS,15
30,udp,pop3,SF,49067,46212,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,75,177,0.05,0.05,0.01,0.04,0.86,0.09,0.1,148,208,0.14,0.07,0.11,0.17,0.02,0.0,0.01,0.01,normal,Normal,1
2,tcp,http,S0,42362,40389,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,34,162,0.03,0.02,0.03,0.02,0.83,0.05,0.05,58,145,0.72,0.09,0.07,0.08,0.03,0.02,0.02,0.02,normal,Normal,16
87,tcp,ftp,S0,20371,44807,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,58,89,0.01,0.03,0.04,0.04,0.96,0.07,0.01,221,200,0.99,0.06,0.47,0.22,0.04,0.01,0.01,0.01,normal,Normal,5
99,tcp,smtp,SF,37587,29237,0,0,0,9,1,1,2,0,0,0,0,0,0,0,0,0,5,136,0.04,0.0,0.03,0.02,0.96,0.12,0.26,202,24,0.53,0.19,0.46,0.14,0.05,0.04,0.01,0.04,normal,Normal,7
95,tcp,ftp_data,SF,32271,11127,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,2,123,0.01,0.05,0.01,0.03,0.84,0.02,0.23,144,70,0.98,0.19,0.41,0.02,0.03,0.03,0.05,0.01,normal,Normal,14
3862,icmp,other,SF,3199,36774,0,0,0,6,1,1,2,0,0,0,0,0,0,0,0,0,5,96,0.05,0.09,0.07,0.01,0.45,0.1,0.26,148,125,0.56,0.11,0.86,0.03,0.01,0.08,0.09,0.05,r2l,R2L,17
2,tcp,ftp,S0,82,86,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,480,10,0.85,0.89,0.0,0.09,0.96,0.04,0.26,218,149,0.72,0.16,0.48,0.3,0.76,0.99,0.05,0.06,dos,DoS,16
10,tcp,ftp_data,SF,287,10,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,14,138,0.34,0.31,0.41,0.66,0.4,0.68,0.09,148,4,0.98,0.18,0.49,0.16,0.36,0.39,0.53,0.32,probe,Probe,7
87,tcp,nntp,SF,21251,14774,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,67,30,0.03,0.03,0.04,0.03,0.95,0.11,0.19,241,205,0.26,0.01,0.49,0.21,0.01,0.02,0.03,0.01,normal,Normal,12
99,tcp,ssh,SF,2296,32740,0,0,0,8,0,1,2,0,0,0,0,0,0,0,0,0,20,24,0.05,0.04,0.03,0.03,0.89,0.07,0.14,111,193,0.72,0.15,0.92,0.04,0.04,0.02,0.02,0.02,normal,Normal,5
1715,udp,ftp_data,SF,583,48144,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,13,182,0.05,0.05,0.06,0.08,0.53,0.05,0.04,163,186,0.34,0.04,0.82,0.28,0.06,0.03,0.08,0.07,r2l,R2L,19
2081,udp,http,SF,2814,74184,0,0,0,6,3,1,2,0,0,0,0,0,0,0,0,0,16,183,0.06,0.1,0.09,0.09,0.4,0.06,0.02,238,139,0.2,0.02,0.07,0.1,0.06,0.0,0.04,0.08,r2l,R2L,14
35,tcp,ftp_data,SF,20860,39537,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,83,45,0.03,0.02,0.03,0.01,0.87,0.17,0.3,15,127,0.63,0.18,0.91,0.05,0.01,0.04,0.02,0.04,normal,Normal,17
9,tcp,telnet,SF,10063,42457,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,59,135,0.02,0.01,0.05,0.01,0.9,0.13,0.07,190,60,0.12,0.02,0.04,0.12,0.03,0.05,0.01,0.02,normal,Normal,11
4,udp,telnet,SF,113,201,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,0,27,141,0.39,0.22,0.42,0.76,0.15,0.61,0.3,157,227,0.72,0.13,0.92,0.12,0.15,0.31,0.69,0.7,probe,Probe,2
95,tcp,other,SF,26397,6221,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,69,33,0.01,0.05,0.04,0.01,0.77,0.14,0.09,78,16,0.75,0.14,0.62,0.22,0.0,0.04,0.0,0.01,normal,Normal,13
77,icmp,pop3,SF,37782,3012,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,79,30,0.04,0.01,0.03,0.05,0.77,0.12,0.04,178,95,0.87,0.04,0.49,0.08,0.03,0.04,0.03,0.02,normal,Normal,20
2343,tcp,telnet,SF,4847,33654,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,23,40,0.01,0.05,0.03,0.1,0.41,0.11,0.27,204,156,0.55,0.18,0.11,0.02,0.03,0.01,0.04,0.09,r2l,R2L,14
4,icmp,nntp,S0,561,75,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,484,104,0.92,0.94,0.09,0.1,0.94,0.08,0.02,254,146,0.14,0.09,0.36,0.23,0.9,0.94,0.05,0.0,dos,DoS,12
59,udp,http,SF,13579,33585,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,68,96,0.01,0.01,0.04,0.02,0.73,0.12,0.21,2,30,0.28,0.19,0.39,0.1,0.03,0.04,0.01,0.05,normal,Normal,6
40,udp,ftp_data,SF,32899,39041,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,26,188,0.03,0.03,0.02,0.03,0.96,0.04,0.13,166,28,0.41,0.17,0.73,0.12,0.02,0.02,0.03,0.01,normal,Normal,19
60,tcp,telnet,SF,21078,6587,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,26,47,0.04,0.03,0.03,0.0,0.75,0.12,0.15,35,99,0.49,0.16,0.42,0.09,0.03,0.02,0.0,0.02,normal,Normal,13
30,tcp,ftp,SH,38102,24866,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,6,84,0.02,0.05,0.01,0.01,0.91,0.17,0.23,214,250,0.89,0.01,0.95,0.27,0.03,0.01,0.0,0.02,normal,Normal,10
44,tcp,ssh,SF,39993,20926,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,85,24,0.01,0.0,0.05,0.01,0.88,0.19,0.14,202,12,0.28,0.07,0.49,0.12,0.02,0.04,0.03,0.01,normal,Normal,12
84,tcp,ftp_data,S3,9202,38559,0,0,0,9,0,1,2,0,0,0,0,0,0,0,0,0,84,116,0.0,0.03,0.0,0.02,0.71,0.01,0.09,173,225,0.36,0.17,0.73,0.1,0.0,0.03,0.03,0.04,normal,Normal,12
15,tcp,ftp_data,SF,28804,35782,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,1,15,0.02,0.03,0.01,0.04,0.97,0.07,0.1,4,158,0.29,0.06,0.48,0.19,0.0,0.02,0.0,0.03,normal,Normal,3
1,udp,ftp_data,SF,9361,9000,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,99,135,0.01,0.02,0.01,0.02,0.73,0.15,0.26,66,192,0.78,0.15,0.08,0.11,0.03,0.0,0.02,0.04,normal,Normal,20
18,udp,nntp,SF,226,141,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,25,178,0.25,0.15,0.62,0.38,0.22,0.96,0.16,131,28,0.49,0.07,0.1,0.18,0.37,0.24,0.42,0.68,probe,Probe,17
4,udp,http,S1,133,53,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,22,180,0.47,0.42,0.51,0.31,0.13,0.67,0.23,254,36,0.1,0.09,0.64,0.12,0.47,0.21,0.6,0.79,probe,Probe,3
73,tcp,telnet,RSTO,6991,33206,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,48,110,0.04,0.03,0.04,0.04,0.85,0.07,0.14,46,10,0.9,0.18,0.34,0.25,0.04,0.0,0.04,0.0,normal,Normal,7
11,tcp,http,SF,45317,41617,0,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,90,110,0.04,0.02,0.02,0.04,0.76,0.16,0.21,175,27,0.79,0.18,0.63,0.04,0.02,0.01,0.02,0.0,normal,Normal,16
54,udp,other,SF,18789,32232,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,8,93,0.03,0.03,0.04,0.02,0.98,0.11,0.14,103,206,0.68,0.13,0.23,0.1,0.01,0.05,0.04,0.04,normal,Normal,20
0,tcp,ftp_data,SH,431,32,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,387,82,0.83,0.86,0.05,0.09,0.96,0.02,0.22,44,142,0.8,0.16,0.65,0.1,0.92,0.98,0.08,0.07,dos,DoS,10
94,tcp,telnet,REJ,41685,21768,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,76,150,0.04,0.03,0.0,0.03,0.83,0.03,0.29,87,150,0.21,0.17,0.25,0.06,0.01,0.05,0.03,0.02,normal,Normal,5
0,tcp,http,REJ,42,227,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,40,2,0.29,0.48,0.43,0.56,0.21,0.72,0.18,161,174,0.56,0.01,0.43,0.11,0.29,0.11,0.64,0.41,probe,Probe,8
7,tcp,other,REJ,43075,15323,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,73,36,0.02,0.01,0.0,0.04,0.72,0.14,0.27,222,56,0.58,0.06,0.74,0.09,0.0,0.04,0.03,0.0,normal,Normal,5
32,udp,other,SF,1325,36289,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,11,41,0.04,0.03,0.04,0.02,0.91,0.15,0.03,39,247,0.79,0.08,0.69,0.11,0.05,0.04,0.02,0.01,normal,Normal,2
12,tcp,telnet,SF,14942,49465,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,97,90,0.03,0.05,0.05,0.02,0.98,0.02,0.2,31,39,0.85,0.13,0.17,0.03,0.05,0.05,0.02,0.05,normal,Normal,5
38,tcp,other,S3,12901,41179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,27,0.03,0.04,0.02,0.01,0.96,0.18,0.12,145,188,0.98,0.08,0.2,0.11,0.0,0.0,0.02,0.0,normal,Normal,8
0,tcp,http,S0,740,69,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,293,155,0.87,0.88,0.09,0.05,0.98,0.11,0.23,221,150,0.79,0.09,0.99,0.15,0.8,0.92,0.05,0.04,dos,DoS,15
9,tcp,ftp_data,SF,489,480,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,2,7,0.46,0.35,0.53,0.53,0.34,0.93,0.25,190,131,0.94,0.06,0.26,0.16,0.48,0.13,0.61,0.4,probe,Probe,12
86,tcp,http,SF,34612,41635,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,6,94,0.01,0.01,0.03,0.04,0.91,0.04,0.14,243,246,0.96,0.18,0.88,0.04,0.04,0.04,0.01,0.04,normal,Normal,16
4626,tcp,ssh,SF,461,14108,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,14,197,0.07,0.0,0.08,0.03,0.83,0.18,0.11,182,132,0.48,0.12,0.13,0.17,0.06,0.05,0.01,0.09,r2l,R2L,15
17,icmp,pop3,RSTO,360,339,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,34,59,0.45,0.22,0.56,0.4,0.27,0.96,0.02,28,164,0.11,0.05,0.58,0.27,0.19,0.23,0.46,0.32,probe,Probe,18
0,tcp,ftp,REJ,382,94,0,0,0,6,1,1,1,0,0,0,0,0,0,0,0,1,433,16,0.74,0.97,0.01,0.06,0.94,0.08,0.14,34,133,0.41,0.06,0.33,0.09,0.73,0.72,0.05,0.06,dos,DoS,9
50,tcp,nntp,SF,28381,26085,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,61,137,0.04,0.05,0.0,0.03,0.92,0.13,0.16,209,205,0.43,0.04,0.09,0.16,0.04,0.04,0.02,0.04,normal,Normal,19
2,udp,dns,S0,110,17,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,370,138,0.71,0.96,0.02,0.09,0.91,0.01,0.21,178,241,0.93,0.01,0.15,0.25,0.73,0.81,0.07,0.01,dos,DoS,12
28,tcp,ftp,SF,46075,12228,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,8,89,0.04,0.05,0.01,0.04,0.84,0.16,0.28,166,65,0.74,0.07,0.46,0.29,0.02,0.04,0.01,0.04,normal,Normal,2
1375,tcp,nntp,SF,475,78451,0,0,0,8,2,1,0,0,0,0,0,0,0,0,0,0,14,67,0.04,0.06,0.09,0.02,0.6,0.05,0.02,136,176,0.75,0.07,0.83,0.12,0.02,0.06,0.04,0.04,r2l,R2L,20
13,tcp,smtp,SF,447,207,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,30,68,0.31,0.14,0.59,0.68,0.18,0.97,0.25,128,30,0.84,0.1,0.29,0.15,0.37,0.5,0.46,0.45,probe,Probe,4
2,udp,pop3,S0,289,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,188,0.36,0.16,0.52,0.34,0.21,0.52,0.07,214,163,0.97,0.04,0.89,0.14,0.44,0.13,0.46,0.77,probe,Probe,4
46,udp,other,SF,8636,21029,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,30,67,0.03,0.01,0.04,0.02,0.86,0.08,0.25,207,47,0.3,0.07,0.21,0.11,0.05,0.03,0.02,0.03,normal,Normal,2
0,tcp,telnet,RSTO,46,54,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,504,91,0.98,0.97,0.05,0.02,0.93,0.06,0.24,235,59,0.74,0.18,0.96,0.16,0.92,0.96,0.01,0.06,dos,DoS,2
0,icmp,ftp_data,S0,520,59,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,305,134,0.96,0.76,0.01,0.03,0.92,0.03,0.21,125,24,0.77,0.02,0.09,0.0,0.75,0.82,0.07,0.08,dos,DoS,3
4,udp,smtp,S0,162,30,0,1,0,7,1,0,1,0,0,0,0,0,0,0,0,0,497,46,0.87,0.78,0.06,0.06,0.93,0.08,0.27,15,135,0.69,0.19,0.63,0.02,0.81,0.71,0.1,0.05,dos,DoS,18
4,tcp,ftp,S0,791,42,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,246,183,0.97,0.79,0.09,0.1,0.96,0.17,0.1,159,146,0.42,0.19,0.63,0.04,0.95,0.85,0.05,0.04,dos,DoS,5
74,udp,other,SF,47334,24787,0,0,0,7,0,1,2,0,0,0,0,0,0,0,0,0,15,168,0.04,0.03,0.05,0.03,0.93,0.08,0.2,172,252,0.7,0.19,0.4,0.16,0.03,0.01,0.03,0.03,normal,Normal,5
86,tcp,dns,SF,30902,23526,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,65,143,0.0,0.04,0.03,0.03,0.89,0.04,0.28,77,62,0.14,0.05,0.01,0.04,0.03,0.05,0.05,0.02,normal,Normal,6
15,udp,ftp,SF,49147,11792,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,0,43,136,0.02,0.0,0.02,0.03,0.97,0.18,0.21,101,30,0.83,0.18,0.54,0.03,0.02,0.02,0.0,0.03,normal,Normal,1
29,udp,other,S0,30809,35039,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,77,98,0.02,0.04,0.04,0.05,0.86,0.05,0.04,14,57,0.25,0.07,0.43,0.21,0.03,0.03,0.0,0.03,normal,Normal,1
2,udp,pop3,S0,403,59,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,204,159,0.79,0.8,0.05,0.01,0.94,0.13,0.15,62,126,0.4,0.0,0.2,0.2,0.73,0.96,0.03,0.06,dos,DoS,18
73,tcp,telnet,SF,10119,23601,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,60,90,0.02,0.02,0.01,0.0,0.75,0.2,0.25,118,251,0.6,0.06,0.54,0.28,0.03,0.01,0.0,0.04,normal,Normal,12
877,tcp,nntp,SH,1603,53118,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,15,72,0.01,0.07,0.08,0.1,0.8,0.08,0.19,78,249,0.81,0.01,0.95,0.01,0.01,0.09,0.0,0.05,r2l,R2L,9
21,icmp,smtp,SF,45480,7776,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,4,90,0.01,0.05,0.01,0.02,0.99,0.04,0.29,21,131,0.78,0.02,0.19,0.04,0.01,0.03,0.04,0.03,normal,Normal,8
0,tcp,ftp,SF,18474,33466,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,90,28,0.03,0.0,0.0,0.04,0.95,0.16,0.04,125,158,0.83,0.07,0.77,0.17,0.01,0.02,0.02,0.03,normal,Normal,8
0,tcp,smtp,S0,7,61,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,386,137,0.74,0.83,0.08,0.07,0.95,0.19,0.18,114,210,0.36,0.05,0.89,0.19,0.72,0.9,0.09,0.04,dos,DoS,20
29,udp,pop3,SF,47621,37945,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,89,140,0.04,0.0,0.0,0.01,0.77,0.08,0.08,240,184,0.24,0.17,0.91,0.19,0.01,0.03,0.01,0.03,normal,Normal,13
0,tcp,ssh,S0,104,99,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,419,58,0.75,0.85,0.0,0.03,0.91,0.1,0.14,234,126,0.35,0.01,0.7,0.11,0.86,0.84,0.06,0.05,dos,DoS,3
3,udp,dns,S0,178,17,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,442,113,0.95,0.96,0.08,0.04,0.93,0.12,0.12,80,35,0.34,0.12,0.9,0.29,0.78,0.96,0.03,0.02,dos,DoS,8
